"County","Positive†","Deaths*","Snapshot"
"Malheur",557,7,2020-07-24
"Marion",2333,64,2020-07-24
"Morrow",222,1,2020-07-24
"Multnomah",3813,78,2020-07-24
"Polk",231,12,2020-07-24
"Sherman",8,0,2020-07-24
"Tillamook",24,0,2020-07-24
"Umatilla",1563,15,2020-07-24
"Union",385,2,2020-07-24
"Wallowa",18,1,2020-07-24
"Wasco",139,3,2020-07-24
"Washington",2406,22,2020-07-24
"Wheeler",0,0,2020-07-24
"Yamhill",264,9,2020-07-24
"Baker",22,0,2020-07-29
"Benton",141,6,2020-07-29
"Clackamas",1319,36,2020-07-29
"Clatsop",71,0,2020-07-29
"Columbia",70,0,2020-07-29
"Coos",80,0,2020-07-29
"Crook",39,1,2020-07-29
"Curry",14,0,2020-07-29
"Deschutes",494,5,2020-07-29
"Douglas",121,1,2020-07-29
"Gilliam",3,0,2020-07-29
"Grant",2,0,2020-07-29
"Harney",8,0,2020-07-29
"Hood River",157,0,2020-07-29
"Jackson",325,1,2020-07-29
"Jefferson",281,3,2020-07-29
"Josephine",98,1,2020-07-29
"Klamath",184,1,2020-07-29
"Lake",31,0,2020-07-29
"Lane",474,3,2020-07-29
"Lincoln",383,8,2020-07-29
"Linn",229,10,2020-07-29
"Malheur",616,9,2020-07-29
"Marion",2495,67,2020-07-29
"Morrow",260,2,2020-07-29
"Multnomah",4201,87,2020-07-29
"Polk",269,12,2020-07-29
"Sherman",8,0,2020-07-29
"Tillamook",24,0,2020-07-29
"Umatilla",1802,20,2020-07-29
"Union",386,2,2020-07-29
"Wallowa",19,1,2020-07-29
"Wasco",150,3,2020-07-29
"Washington",2638,22,2020-07-29
"Wheeler",0,0,2020-07-29
"Yamhill",307,10,2020-07-29
"Baker",25,0,2020-07-30
"Benton",148,6,2020-07-30
"Clackamas",1339,36,2020-07-30
"Clatsop",73,0,2020-07-30
"Columbia",73,0,2020-07-30
"Coos",84,0,2020-07-30
"Crook",40,1,2020-07-30
"Curry",14,0,2020-07-30
"Deschutes",509,5,2020-07-30
"Douglas",123,1,2020-07-30
"Gilliam",3,0,2020-07-30
"Grant",2,0,2020-07-30
"Harney",8,0,2020-07-30
"Hood River",162,0,2020-07-30
"Jackson",335,1,2020-07-30
"Jefferson",293,3,2020-07-30
"Josephine",98,1,2020-07-30
"Klamath",185,1,2020-07-30
"Lake",32,0,2020-07-30
"Lane",484,3,2020-07-30
"Lincoln",385,8,2020-07-30
"Linn",233,10,2020-07-30
"Malheur",634,9,2020-07-30
"Marion",2533,67,2020-07-30
"Morrow",271,2,2020-07-30
"Multnomah",4260,90,2020-07-30
"Polk",276,12,2020-07-30
"Sherman",8,0,2020-07-30
"Tillamook",24,0,2020-07-30
"Umatilla",1902,22,2020-07-30
"Union",386,2,2020-07-30
"Wallowa",19,1,2020-07-30
"Wasco",152,3,2020-07-30
"Washington",2700,22,2020-07-30
"Wheeler",0,0,2020-07-30
"Yamhill",318,10,2020-07-30
"Baker",33,0,2020-08-03
"Benton",157,6,2020-08-03
"Clackamas",1421,36,2020-08-03
"Clatsop",82,0,2020-08-03
"Columbia",79,0,2020-08-03
"Coos",85,0,2020-08-03
"Crook",43,1,2020-08-03
"Curry",14,0,2020-08-03
"Deschutes",540,8,2020-08-03
"Douglas",134,1,2020-08-03
"Gilliam",4,0,2020-08-03
"Grant",2,0,2020-08-03
"Harney",8,0,2020-08-03
"Hood River",169,0,2020-08-03
"Jackson",394,1,2020-08-03
"Jefferson",311,3,2020-08-03
"Josephine",107,1,2020-08-03
"Klamath",196,1,2020-08-03
"Lake",32,0,2020-08-03
"Lane",523,3,2020-08-03
"Lincoln",395,9,2020-08-03
"Linn",254,10,2020-08-03
"Malheur",676,10,2020-08-03
"Marion",2692,68,2020-08-03
"Morrow",305,1,2020-08-03
"Multnomah",4497,93,2020-08-03
"Polk",296,12,2020-08-03
"Sherman",15,0,2020-08-03
"Tillamook",30,0,2020-08-03
"Umatilla",2060,24,2020-08-03
"Union",388,2,2020-08-03
"Wallowa",19,1,2020-08-03
"Wasco",170,3,2020-08-03
"Washington",2849,23,2020-08-03
"Wheeler",0,0,2020-08-03
"Yamhill",386,11,2020-08-03
"Baker",35,0,2020-08-04
"Benton",160,6,2020-08-04
"Clackamas",1443,37,2020-08-04
"Clatsop",82,0,2020-08-04
"Columbia",84,0,2020-08-04
"Coos",88,0,2020-08-04
"Crook",43,1,2020-08-04
"Curry",14,0,2020-08-04
"Deschutes",548,8,2020-08-04
"Douglas",139,1,2020-08-04
"Gilliam",4,0,2020-08-04
"Grant",2,0,2020-08-04
"Harney",10,0,2020-08-04
"Hood River",174,0,2020-08-04
"Jackson",411,1,2020-08-04
"Jefferson",324,3,2020-08-04
"Josephine",107,1,2020-08-04
"Klamath",198,1,2020-08-04
"Lake",32,0,2020-08-04
"Lane",535,3,2020-08-04
"Lincoln",395,9,2020-08-04
"Linn",255,10,2020-08-04
"Malheur",708,12,2020-08-04
"Marion",2713,68,2020-08-04
"Morrow",316,2,2020-08-04
"Multnomah",4553,93,2020-08-04
"Polk",300,12,2020-08-04
"Sherman",14,0,2020-08-04
"Tillamook",32,0,2020-08-04
"Umatilla",2122,24,2020-08-04
"Union",392,2,2020-08-04
"Wallowa",19,1,2020-08-04
"Wasco",171,3,2020-08-04
"Washington",2877,23,2020-08-04
"Wheeler",0,0,2020-08-04
"Yamhill",399,12,2020-08-04
"Baker",36,0,2020-08-05
"Benton",162,6,2020-08-05
"Clackamas",1464,38,2020-08-05
"Clatsop",83,0,2020-08-05
"Columbia",86,0,2020-08-05
"Coos",89,0,2020-08-05
"Crook",42,1,2020-08-05
"Curry",14,0,2020-08-05
"Deschutes",555,8,2020-08-05
"Douglas",140,1,2020-08-05
"Gilliam",4,0,2020-08-05
"Grant",2,0,2020-08-05
"Harney",10,0,2020-08-05
"Hood River",178,0,2020-08-05
"Jackson",421,1,2020-08-05
"Jefferson",332,3,2020-08-05
"Josephine",108,2,2020-08-05
"Klamath",200,1,2020-08-05
"Lake",32,0,2020-08-05
"Lane",540,3,2020-08-05
"Lincoln",414,9,2020-08-05
"Linn",263,10,2020-08-05
"Malheur",715,12,2020-08-05
"Marion",2755,68,2020-08-05
"Morrow",327,2,2020-08-05
"Multnomah",4608,93,2020-08-05
"Polk",301,12,2020-08-05
"Sherman",14,0,2020-08-05
"Tillamook",34,0,2020-08-05
"Umatilla",2141,26,2020-08-05
"Union",392,2,2020-08-05
"Wallowa",19,1,2020-08-05
"Wasco",172,3,2020-08-05
"Washington",2921,24,2020-08-05
"Wheeler",0,0,2020-08-05
"Yamhill",404,12,2020-08-05
"Baker",38,0,2020-08-07
"Benton",164,6,2020-08-07
"Clackamas",1500,39,2020-08-07
"Clatsop",84,0,2020-08-07
"Columbia",91,0,2020-08-07
"Coos",90,0,2020-08-07
"Crook",43,1,2020-08-07
"Curry",14,0,2020-08-07
"Deschutes",582,9,2020-08-07
"Douglas",148,1,2020-08-07
"Gilliam",4,0,2020-08-07
"Grant",4,0,2020-08-07
"Harney",10,0,2020-08-07
"Hood River",181,0,2020-08-07
"Jackson",447,2,2020-08-07
"Jefferson",346,4,2020-08-07
"Josephine",113,2,2020-08-07
"Klamath",201,2,2020-08-07
"Lake",32,0,2020-08-07
"Lane",565,3,2020-08-07
"Lincoln",412,9,2020-08-07
"Linn",271,10,2020-08-07
"Malheur",755,13,2020-08-07
"Marion",2837,69,2020-08-07
"Morrow",349,3,2020-08-07
"Multnomah",4762,93,2020-08-07
"Polk",308,12,2020-08-07
"Sherman",15,0,2020-08-07
"Tillamook",34,0,2020-08-07
"Umatilla",2221,27,2020-08-07
"Union",394,2,2020-08-07
"Wallowa",19,1,2020-08-07
"Wasco",181,3,2020-08-07
"Washington",2991,24,2020-08-07
"Wheeler",0,0,2020-08-07
"Yamhill",429,13,2020-08-07
"Baker",40,0,2020-08-10
"Benton",169,6,2020-08-10
"Clackamas",1549,40,2020-08-10
"Clatsop",85,0,2020-08-10
"Columbia",97,0,2020-08-10
"Coos",91,0,2020-08-10
"Crook",49,1,2020-08-10
"Curry",15,0,2020-08-10
"Deschutes",611,10,2020-08-10
"Douglas",151,1,2020-08-10
"Gilliam",4,0,2020-08-10
"Grant",4,0,2020-08-10
"Harney",10,0,2020-08-10
"Hood River",193,0,2020-08-10
"Jackson",473,2,2020-08-10
"Jefferson",371,4,2020-08-10
"Josephine",115,2,2020-08-10
"Klamath",201,2,2020-08-10
"Lake",32,0,2020-08-10
"Lane",590,3,2020-08-10
"Lincoln",418,9,2020-08-10
"Linn",284,10,2020-08-10
"Malheur",804,14,2020-08-10
"Marion",2938,70,2020-08-10
"Morrow",372,3,2020-08-10
"Multnomah",4960,96,2020-08-10
"Polk",319,12,2020-08-10
"Sherman",16,0,2020-08-10
"Tillamook",34,0,2020-08-10
"Umatilla",2302,28,2020-08-10
"Union",394,2,2020-08-10
"Wallowa",19,1,2020-08-10
"Wasco",192,3,2020-08-10
"Washington",3119,25,2020-08-10
"Wheeler",0,0,2020-08-10
"Yamhill",467,13,2020-08-10
"Baker",40,0,2020-08-11
"Benton",171,6,2020-08-11
"Clackamas",1571,44,2020-08-11
"Clatsop",89,0,2020-08-11
"Columbia",101,0,2020-08-11
"Coos",91,0,2020-08-11
"Crook",50,1,2020-08-11
"Curry",17,0,2020-08-11
"Deschutes",616,10,2020-08-11
"Douglas",156,1,2020-08-11
"Gilliam",4,0,2020-08-11
"Grant",4,0,2020-08-11
"Harney",10,0,2020-08-11
"Hood River",201,0,2020-08-11
"Jackson",486,2,2020-08-11
"Jefferson",377,4,2020-08-11
"Josephine",124,2,2020-08-11
"Klamath",204,2,2020-08-11
"Lake",32,0,2020-08-11
"Lane",596,3,2020-08-11
"Lincoln",419,9,2020-08-11
"Linn",296,11,2020-08-11
"Malheur",822,13,2020-08-11
"Marion",2979,73,2020-08-11
"Morrow",377,3,2020-08-11
"Multnomah",5014,98,2020-08-11
"Polk",326,12,2020-08-11
"Sherman",16,0,2020-08-11
"Tillamook",34,0,2020-08-11
"Umatilla",2312,30,2020-08-11
"Union",395,2,2020-08-11
"Wallowa",19,1,2020-08-11
"Wasco",194,3,2020-08-11
"Washington",3161,25,2020-08-11
"Wheeler",0,0,2020-08-11
"Yamhill",470,13,2020-08-11
"Baker",45,0,2020-08-14
"Benton",181,6,2020-08-14
"Clackamas",1607,49,2020-08-14
"Clatsop",87,0,2020-08-14
"Columbia",103,1,2020-08-14
"Coos",91,0,2020-08-14
"Crook",51,1,2020-08-14
"Curry",17,0,2020-08-14
"Deschutes",621,11,2020-08-14
"Douglas",159,1,2020-08-14
"Gilliam",4,0,2020-08-14
"Grant",4,0,2020-08-14
"Harney",11,0,2020-08-14
"Hood River",207,0,2020-08-14
"Jackson",515,2,2020-08-14
"Jefferson",392,4,2020-08-14
"Josephine",130,2,2020-08-14
"Klamath",206,2,2020-08-14
"Lake",32,0,2020-08-14
"Lane",611,3,2020-08-14
"Lincoln",428,9,2020-08-14
"Linn",306,11,2020-08-14
"Malheur",851,15,2020-08-14
"Marion",3040,73,2020-08-14
"Morrow",384,3,2020-08-14
"Multnomah",5135,101,2020-08-14
"Polk",337,12,2020-08-14
"Sherman",16,0,2020-08-14
"Tillamook",35,0,2020-08-14
"Umatilla",2362,31,2020-08-14
"Union",397,2,2020-08-14
"Wallowa",20,1,2020-08-14
"Wasco",197,3,2020-08-14
"Washington",3235,27,2020-08-14
"Wheeler",0,0,2020-08-14
"Yamhill",483,13,2020-08-14
"Baker",55,1,2020-08-20
"Benton",194,6,2020-08-20
"Clackamas",1756,55,2020-08-20
"Clatsop",92,0,2020-08-20
"Columbia",120,1,2020-08-20
"Coos",93,0,2020-08-20
"Crook",54,1,2020-08-20
"Curry",19,0,2020-08-20
"Deschutes",655,11,2020-08-20
"Douglas",168,2,2020-08-20
"Gilliam",4,0,2020-08-20
"Grant",4,0,2020-08-20
"Harney",11,0,2020-08-20
"Hood River",221,0,2020-08-20
"Jackson",636,2,2020-08-20
"Jefferson",430,6,2020-08-20
"Josephine",149,2,2020-08-20
"Klamath",219,2,2020-08-20
"Lake",32,0,2020-08-20
"Lane",643,4,2020-08-20
"Lincoln",444,11,2020-08-20
"Linn",350,12,2020-08-20
"Malheur",963,16,2020-08-20
"Marion",3369,73,2020-08-20
"Morrow",415,3,2020-08-20
"Multnomah",5505,108,2020-08-20
"Polk",379,13,2020-08-20
"Sherman",17,0,2020-08-20
"Tillamook",37,0,2020-08-20
"Umatilla",2497,32,2020-08-20
"Union",406,2,2020-08-20
"Wallowa",21,1,2020-08-20
"Wasco",205,3,2020-08-20
"Washington",3452,32,2020-08-20
"Wheeler",0,0,2020-08-20
"Yamhill",550,13,2020-08-20
"Baker",55,1,2020-08-23
"Benton",196,6,2020-08-23
"Clackamas",1769,55,2020-08-23
"Clatsop",92,0,2020-08-23
"Columbia",121,1,2020-08-23
"Coos",94,0,2020-08-23
"Crook",54,1,2020-08-23
"Curry",20,0,2020-08-23
"Deschutes",657,11,2020-08-23
"Douglas",169,2,2020-08-23
"Gilliam",4,0,2020-08-23
"Grant",4,0,2020-08-23
"Harney",11,0,2020-08-23
"Hood River",223,0,2020-08-23
"Jackson",654,2,2020-08-23
"Jefferson",436,6,2020-08-23
"Josephine",149,2,2020-08-23
"Klamath",221,2,2020-08-23
"Lake",32,0,2020-08-23
"Lane",647,5,2020-08-23
"Lincoln",450,11,2020-08-23
"Linn",353,12,2020-08-23
"Malheur",991,16,2020-08-23
"Marion",3425,74,2020-08-23
"Morrow",418,3,2020-08-23
"Multnomah",5543,108,2020-08-23
"Polk",387,13,2020-08-23
"Sherman",17,0,2020-08-23
"Tillamook",36,0,2020-08-23
"Umatilla",2514,32,2020-08-23
"Union",407,2,2020-08-23
"Wallowa",21,1,2020-08-23
"Wasco",206,3,2020-08-23
"Washington",3477,32,2020-08-23
"Wheeler",0,0,2020-08-23
"Yamhill",568,13,2020-08-23
"Baker",68,2,2020-08-29
"Benton",208,6,2020-08-29
"Clackamas",1904,55,2020-08-29
"Clatsop",95,0,2020-08-29
"Columbia",128,1,2020-08-29
"Coos",110,0,2020-08-29
"Crook",54,1,2020-08-29
"Curry",20,0,2020-08-29
"Deschutes",687,11,2020-08-29
"Douglas",177,2,2020-08-29
"Gilliam",4,0,2020-08-29
"Grant",8,0,2020-08-29
"Harney",11,0,2020-08-29
"Hood River",223,0,2020-08-29
"Jackson",776,2,2020-08-29
"Jefferson",454,7,2020-08-29
"Josephine",154,2,2020-08-29
"Klamath",234,2,2020-08-29
"Lake",30,0,2020-08-29
"Lane",682,5,2020-08-29
"Lincoln",463,13,2020-08-29
"Linn",377,12,2020-08-29
"Malheur",1122,19,2020-08-29
"Marion",3706,78,2020-08-29
"Morrow",429,3,2020-08-29
"Multnomah",5902,115,2020-08-29
"Polk",408,14,2020-08-29
"Sherman",16,0,2020-08-29
"Tillamook",38,0,2020-08-29
"Umatilla",2616,37,2020-08-29
"Union",414,2,2020-08-29
"Wallowa",22,1,2020-08-29
"Wasco",206,3,2020-08-29
"Washington",3694,40,2020-08-29
"Wheeler",0,0,2020-08-29
"Yamhill",614,14,2020-08-29
"Baker",74,2,2020-09-01
"Benton",217,6,2020-09-01
"Clackamas",1979,56,2020-09-01
"Clatsop",96,0,2020-09-01
"Columbia",130,1,2020-09-01
"Coos",116,0,2020-09-01
"Crook",55,1,2020-09-01
"Curry",20,0,2020-09-01
"Deschutes",693,11,2020-09-01
"Douglas",178,3,2020-09-01
"Gilliam",4,0,2020-09-01
"Grant",8,0,2020-09-01
"Harney",12,0,2020-09-01
"Hood River",236,0,2020-09-01
"Jackson",821,2,2020-09-01
"Jefferson",461,7,2020-09-01
"Josephine",158,2,2020-09-01
"Klamath",235,2,2020-09-01
"Lake",30,0,2020-09-01
"Lane",726,6,2020-09-01
"Lincoln",466,13,2020-09-01
"Linn",389,13,2020-09-01
"Malheur",1189,19,2020-09-01
"Marion",3870,80,2020-09-01
"Morrow",439,3,2020-09-01
"Multnomah",6053,120,2020-09-01
"Polk",429,14,2020-09-01
"Sherman",17,0,2020-09-01
"Tillamook",38,0,2020-09-01
"Umatilla",2694,38,2020-09-01
"Union",420,2,2020-09-01
"Wallowa",22,1,2020-09-01
"Wasco",207,3,2020-09-01
"Washington",3822,46,2020-09-01
"Wheeler",0,0,2020-09-01
"Yamhill",642,14,2020-09-01
"Baker",89,2,2020-09-16
"Benton",245,6,2020-09-16
"Clackamas",2186,61,2020-09-16
"Clatsop",105,0,2020-09-16
"Columbia",145,1,2020-09-16
"Coos",134,0,2020-09-16
"Crook",60,1,2020-09-16
"Curry",26,0,2020-09-16
"Deschutes",732,12,2020-09-16
"Douglas",194,3,2020-09-16
"Gilliam",7,0,2020-09-16
"Grant",8,0,2020-09-16
"Harney",12,0,2020-09-16
"Hood River",239,0,2020-09-16
"Jackson",994,3,2020-09-16
"Jefferson",496,8,2020-09-16
"Josephine",180,2,2020-09-16
"Klamath",260,2,2020-09-16
"Lake",29,0,2020-09-16
"Lane",890,14,2020-09-16
"Lincoln",470,13,2020-09-16
"Linn",438,13,2020-09-16
"Malheur",1460,23,2020-09-16
"Marion",4309,88,2020-09-16
"Morrow",476,5,2020-09-16
"Multnomah",6649,130,2020-09-16
"Polk",487,15,2020-09-16
"Sherman",18,0,2020-09-16
"Tillamook",46,0,2020-09-16
"Umatilla",2874,41,2020-09-16
"Union",435,2,2020-09-16
"Wallowa",29,1,2020-09-16
"Wasco",230,3,2020-09-16
"Washington",4180,58,2020-09-16
"Wheeler",0,0,2020-09-16
"Yamhill",718,14,2020-09-16
"Baker",90,2,2020-09-21
"Benton",280,6,2020-09-21
"Clackamas",2273,61,2020-09-21
"Clatsop",121,0,2020-09-21
"Columbia",153,1,2020-09-21
"Coos",142,0,2020-09-21
"Crook",60,1,2020-09-21
"Curry",30,0,2020-09-21
"Deschutes",777,12,2020-09-21
"Douglas",211,3,2020-09-21
"Gilliam",8,0,2020-09-21
"Grant",8,0,2020-09-21
"Harney",12,0,2020-09-21
"Hood River",245,0,2020-09-21
"Jackson",1057,4,2020-09-21
"Jefferson",513,8,2020-09-21
"Josephine",186,2,2020-09-21
"Klamath",275,2,2020-09-21
"Lake",28,0,2020-09-21
"Lane",991,15,2020-09-21
"Lincoln",473,13,2020-09-21
"Linn",468,13,2020-09-21
"Malheur",1539,23,2020-09-21
"Marion",4466,90,2020-09-21
"Morrow",490,6,2020-09-21
"Multnomah",6853,133,2020-09-21
"Polk",503,15,2020-09-21
"Sherman",18,0,2020-09-21
"Tillamook",49,0,2020-09-21
"Umatilla",2916,41,2020-09-21
"Union",435,2,2020-09-21
"Wallowa",28,1,2020-09-21
"Wasco",244,3,2020-09-21
"Washington",4315,58,2020-09-21
"Wheeler",0,0,2020-09-21
"Yamhill",738,14,2020-09-21
"Baker",92,2,2020-09-26
"Benton",307,6,2020-09-26
"Clackamas",2377,61,2020-09-26
"Clatsop",205,0,2020-09-26
"Columbia",162,1,2020-09-26
"Coos",152,0,2020-09-26
"Crook",61,1,2020-09-26
"Curry",31,0,2020-09-26
"Deschutes",810,12,2020-09-26
"Douglas",223,4,2020-09-26
"Gilliam",8,0,2020-09-26
"Grant",9,0,2020-09-26
"Harney",12,0,2020-09-26
"Hood River",248,0,2020-09-26
"Jackson",1123,5,2020-09-26
"Jefferson",524,8,2020-09-26
"Josephine",197,2,2020-09-26
"Klamath",280,2,2020-09-26
"Lake",32,0,2020-09-26
"Lane",1143,17,2020-09-26
"Lincoln",478,13,2020-09-26
"Linn",508,13,2020-09-26
"Malheur",1609,26,2020-09-26
"Marion",4627,92,2020-09-26
"Morrow",498,6,2020-09-26
"Multnomah",7081,137,2020-09-26
"Polk",523,15,2020-09-26
"Sherman",18,0,2020-09-26
"Tillamook",52,0,2020-09-26
"Umatilla",2948,41,2020-09-26
"Union",443,2,2020-09-26
"Wallowa",28,1,2020-09-26
"Wasco",282,3,2020-09-26
"Washington",4468,59,2020-09-26
"Wheeler",0,0,2020-09-26
"Yamhill",755,13,2020-09-26
"Baker",100,2,2020-10-02
"Benton",341,6,2020-10-02
"Clackamas",2506,63,2020-10-02
"Clatsop",224,0,2020-10-02
"Columbia",191,1,2020-10-02
"Coos",167,0,2020-10-02
"Crook",63,1,2020-10-02
"Curry",32,0,2020-10-02
"Deschutes",880,12,2020-10-02
"Douglas",251,4,2020-10-02
"Gilliam",8,0,2020-10-02
"Grant",10,0,2020-10-02
"Harney",12,0,2020-10-02
"Hood River",253,0,2020-10-02
"Jackson",1229,6,2020-10-02
"Jefferson",555,8,2020-10-02
"Josephine",212,2,2020-10-02
"Klamath",295,3,2020-10-02
"Lake",33,0,2020-10-02
"Lane",1361,18,2020-10-02
"Lincoln",482,13,2020-10-02
"Linn",552,13,2020-10-02
"Malheur",1673,30,2020-10-02
"Marion",4848,97,2020-10-02
"Morrow",516,6,2020-10-02
"Multnomah",7402,140,2020-10-02
"Polk",543,15,2020-10-02
"Sherman",18,0,2020-10-02
"Tillamook",53,0,2020-10-02
"Umatilla",3064,41,2020-10-02
"Union",445,2,2020-10-02
"Wallowa",34,1,2020-10-02
"Wasco",303,5,2020-10-02
"Washington",4713,60,2020-10-02
"Wheeler",0,0,2020-10-02
"Yamhill",794,14,2020-10-02
"Baker",107,2,2020-10-12
"Benton",378,6,2020-10-12
"Clackamas",2676,64,2020-10-12
"Clatsop",230,0,2020-10-12
"Columbia",225,1,2020-10-12
"Coos",196,0,2020-10-12
"Crook",64,1,2020-10-12
"Curry",35,0,2020-10-12
"Deschutes",967,13,2020-10-12
"Douglas",281,4,2020-10-12
"Gilliam",9,0,2020-10-12
"Grant",10,0,2020-10-12
"Harney",12,0,2020-10-12
"Hood River",265,0,2020-10-12
"Jackson",1335,6,2020-10-12
"Jefferson",585,8,2020-10-12
"Josephine",236,2,2020-10-12
"Klamath",369,3,2020-10-12
"Lake",34,0,2020-10-12
"Lane",1708,21,2020-10-12
"Lincoln",493,13,2020-10-12
"Linn",648,14,2020-10-12
"Malheur",1758,33,2020-10-12
"Marion",5106,101,2020-10-12
"Morrow",530,6,2020-10-12
"Multnomah",7844,146,2020-10-12
"Polk",581,15,2020-10-12
"Sherman",18,0,2020-10-12
"Tillamook",61,0,2020-10-12
"Umatilla",3147,42,2020-10-12
"Union",451,2,2020-10-12
"Wallowa",36,1,2020-10-12
"Wasco",316,14,2020-10-12
"Washington",4956,65,2020-10-12
"Wheeler",0,0,2020-10-12
"Yamhill",859,14,2020-10-12
"Baker",111,2,2020-10-17
"Benton",412,6,2020-10-17
"Clackamas",2882,65,2020-10-17
"Clatsop",235,0,2020-10-17
"Columbia",239,1,2020-10-17
"Coos",205,0,2020-10-17
"Crook",76,1,2020-10-17
"Curry",56,1,2020-10-17
"Deschutes",1028,13,2020-10-17
"Douglas",306,4,2020-10-17
"Gilliam",11,0,2020-10-17
"Grant",10,0,2020-10-17
"Harney",13,0,2020-10-17
"Hood River",268,1,2020-10-17
"Jackson",1448,6,2020-10-17
"Jefferson",593,9,2020-10-17
"Josephine",253,2,2020-10-17
"Klamath",394,3,2020-10-17
"Lake",35,0,2020-10-17
"Lane",2011,22,2020-10-17
"Lincoln",507,13,2020-10-17
"Linn",726,14,2020-10-17
"Malheur",1828,33,2020-10-17
"Marion",5388,104,2020-10-17
"Morrow",538,6,2020-10-17
"Multnomah",8367,150,2020-10-17
"Polk",618,15,2020-10-17
"Sherman",18,0,2020-10-17
"Tillamook",69,0,2020-10-17
"Umatilla",3242,43,2020-10-17
"Union",455,2,2020-10-17
"Wallowa",38,1,2020-10-17
"Wasco",331,15,2020-10-17
"Washington",5297,70,2020-10-17
"Wheeler",1,0,2020-10-17
"Yamhill",926,15,2020-10-17
"Baker",114,3,2020-10-25
"Benton",433,6,2020-10-25
"Clackamas",3061,65,2020-10-25
"Clatsop",237,0,2020-10-25
"Columbia",253,1,2020-10-25
"Coos",236,0,2020-10-25
"Crook",100,2,2020-10-25
"Curry",57,1,2020-10-25
"Deschutes",1098,13,2020-10-25
"Douglas",342,5,2020-10-25
"Gilliam",11,0,2020-10-25
"Grant",11,0,2020-10-25
"Harney",21,0,2020-10-25
"Hood River",277,1,2020-10-25
"Jackson",1617,6,2020-10-25
"Jefferson",600,9,2020-10-25
"Josephine",262,3,2020-10-25
"Klamath",405,3,2020-10-25
"Lake",34,0,2020-10-25
"Lane",2294,27,2020-10-25
"Lincoln",511,13,2020-10-25
"Linn",788,15,2020-10-25
"Malheur",1897,37,2020-10-25
"Marion",5684,107,2020-10-25
"Morrow",543,6,2020-10-25
"Multnomah",8955,159,2020-10-25
"Polk",643,15,2020-10-25
"Sherman",18,0,2020-10-25
"Tillamook",70,0,2020-10-25
"Umatilla",3328,44,2020-10-25
"Union",465,2,2020-10-25
"Unknown",0,0,2020-10-25
"Wallowa",40,2,2020-10-25
"Wasco",347,15,2020-10-25
"Washington",5612,74,2020-10-25
"Wheeler",1,0,2020-10-25
"Yamhill",983,15,2020-10-25
"Baker",140,3,2020-10-29
"Benton",463,6,2020-10-29
"Clackamas",3267,66,2020-10-29
"Clatsop",248,0,2020-10-29
"Columbia",271,1,2020-10-29
"Coos",260,1,2020-10-29
"Crook",113,2,2020-10-29
"Curry",58,1,2020-10-29
"Deschutes",1185,13,2020-10-29
"Douglas",368,8,2020-10-29
"Gilliam",11,0,2020-10-29
"Grant",12,0,2020-10-29
"Harney",35,0,2020-10-29
"Hood River",284,1,2020-10-29
"Jackson",1796,7,2020-10-29
"Jefferson",607,10,2020-10-29
"Josephine",270,3,2020-10-29
"Klamath",422,3,2020-10-29
"Lake",43,0,2020-10-29
"Lane",2467,27,2020-10-29
"Lincoln",518,13,2020-10-29
"Linn",845,15,2020-10-29
"Malheur",1949,38,2020-10-29
"Marion",6024,109,2020-10-29
"Morrow",551,7,2020-10-29
"Multnomah",9502,166,2020-10-29
"Polk",668,15,2020-10-29
"Sherman",20,0,2020-10-29
"Tillamook",74,0,2020-10-29
"Umatilla",3435,45,2020-10-29
"Union",484,2,2020-10-29
"Unknown",0,0,2020-10-29
"Wallowa",49,2,2020-10-29
"Wasco",349,16,2020-10-29
"Washington",5991,78,2020-10-29
"Wheeler",1,0,2020-10-29
"Yamhill",1013,15,2020-10-29
"Baker",176,3,2020-11-08
"Benton",501,6,2020-11-08
"Clackamas",3670,70,2020-11-08
"Clatsop",278,0,2020-11-08
"Columbia",301,2,2020-11-08
"Coos",282,1,2020-11-08
"Crook",136,5,2020-11-08
"Curry",72,2,2020-11-08
"Deschutes",1408,13,2020-11-08
"Douglas",434,10,2020-11-08
"Gilliam",17,0,2020-11-08
"Grant",32,0,2020-11-08
"Harney",45,0,2020-11-08
"Hood River",296,1,2020-11-08
"Jackson",2197,8,2020-11-08
"Jefferson",629,11,2020-11-08
"Josephine",295,4,2020-11-08
"Klamath",453,3,2020-11-08
"Lake",49,0,2020-11-08
"Lane",2728,28,2020-11-08
"Lincoln",526,13,2020-11-08
"Linn",969,17,2020-11-08
"Malheur",2052,38,2020-11-08
"Marion",6610,116,2020-11-08
"Morrow",569,7,2020-11-08
"Multnomah",10705,179,2020-11-08
"Polk",755,15,2020-11-08
"Sherman",23,0,2020-11-08
"Tillamook",82,0,2020-11-08
"Umatilla",3593,45,2020-11-08
"Union",521,2,2020-11-08
"Wallowa",62,2,2020-11-08
"Wasco",375,17,2020-11-08
"Washington",6663,83,2020-11-08
"Wheeler",1,0,2020-11-08
"Yamhill",1103,15,2020-11-08
"Baker",272,3,2020-11-29
"Benton",766,7,2020-11-29
"Clackamas",5853,77,2020-11-29
"Clatsop",351,0,2020-11-29
"Columbia",478,3,2020-11-29
"Coos",418,2,2020-11-29
"Crook",217,6,2020-11-29
"Curry",129,2,2020-11-29
"Deschutes",2228,14,2020-11-29
